1000697	2
1000698	4
1000699	3
10007	14
1000700	5
1000703	2
1000705	3
1000709	5
1000710	1
1000714	2
1000715	4
1000716	1
1000721	6
1000723	3
1000724	8
1000726	1
1000727	13
1000732	4
1000733	2
1000736	4
100074	7
1000740	34
1000743	7
1000746	3
100075	3
1000755	1
1000756	6
1000759	4
1000761	8
1000762	1
1000766	2
1000775	6
1000780	2
1000782	1
1000783	2
1000785	7
1000788	1
100079	7
1000791	2
1000792	1
1000793	3
1000796	1
1000801	7
1000802	2
1000809	1
100082	3
1000820	27
1000822	11
1000825	1
1000826	1
1000830	10
1000831	5
1000832	1
1000834	1
1000836	4
1000843	1
1000847	11
1000850	3
1000853	5
1000857	1
1000869	6
1000870	4
1000874	7
1000875	4
1000876	1
1000879	3
100088	5
1000882	1
1000883	1
100089	5
1000893	4
1000894	9
1000898	3
1000899	3
100090	5
1000902	5
1000905	2
1000906	5
1000907	5
1000909	3
100091	5
1000910	2
1000911	1
1000913	9
1000914	2
1000918	1
1000924	1
1000925	4
1000928	7
1000929	2
1000930	20
1000931	2
1000933	8
1000935	1
1000938	1
1000943	16
1000946	4
1000947	1
100095	1
1000961	2
1000962	2
1000968	2
1000970	3
1000971	4
1000975	10
1000976	1
1000977	5
1000978	11
1000982	5
1000985	2
1000989	2
1000992	3
1000993	5
1000999	5
1001003	4
1001004	10
1001005	12
100101	16
1001010	1
1001011	1
1001016	4
1001019	6
1001025	3
1001026	2
1001028	2
1001029	1
1001030	6
1001033	6
1001038	8
100104	5
1001040	6
1001044	5
1001045	4
1001049	1
1001052	7
1001057	1
1001058	3
1001061	3
1001065	4
1001066	2
1001068	2
1001070	2
1001075	7
1001076	8
1001077	1
1001078	1
1001079	3
1001088	1
1001091	9
1001092	2
1001093	4
1001094	1
1001095	2
1001096	5
1001098	1
100110	7
1001100	3
1001104	2
1001105	4
1001109	3
1001118	1
1001123	2
1001127	1
1001129	8
1001131	2
1001135	2
100114	5
1001140	5
1001149	21
100115	5
1001154	5
1001155	1
1001159	1
100116	4
1001160	1
1001165	8
100117	1
1001171	7
1001177	4
100118	14
1001180	3
1001181	2
1001182	3
1001183	4
1001184	2
1001185	16
1001187	4
1001192	10
1001194	7
1001197	3
1001198	1
1001199	1
1001200	1
1001201	5
1001202	1
1001208	2
1001209	7
1001216	1
1001224	3
1001226	1
1001232	4
1001237	3
1001238	4
1001240	17
1001241	1
1001242	3
1001246	5
1001247	3
1001251	2
1001252	3
1001253	2
1001255	10
1001257	4
1001265	4
1001266	3
1001268	1
1001269	1
1001272	8
1001273	2
1001274	11
1001275	3
1001277	10
1001278	15
1001285	1
1001289	1
1001290	5
1001292	1
1001295	2
1001298	2
100130	2
1001305	11
1001306	1
1001308	2
1001309	1
1001310	3
1001311	8
1001317	5
100132	1
1001321	1
1001324	3
1001330	1
1001331	9
1001333	7
1001345	3
1001347	5
1001348	5
100135	1
1001353	3
1001355	5
1001356	8
1001361	4
1001362	12
1001366	3
1001367	4
1001373	1
1001375	1
1001380	3
1001389	1
100139	10
1001393	6
1001395	2
1001397	3
1001399	3
100140	2
1001403	3
1001407	9
1001410	4
1001413	5
1001418	1
100142	7
1001425	2
1001428	4
1001430	5
1001431	2
1001442	2
1001444	3
1001451	7
1001454	1
1001455	1
1001460	1
1001461	2
1001465	6
1001466	1
1001467	1
1001468	10
100147	6
1001473	2
1001474	2
1001476	3
1001477	2
100148	1
1001480	5
1001485	2
1001488	6
1001491	17
1001499	2
1001507	17
1001509	1
1001512	9
1001521	3
1001530	2
1001531	3
1001532	3
100154	2
1001542	9
1001543	5
1001546	15
1001550	7
1001552	1
1001553	4
1001559	2
100156	3
1001563	4
1001564	2
100157	7
1001570	2
1001572	6
1001578	2
100158	12
1001584	4
1001585	12
1001586	1
1001587	3
1001589	3
1001590	2
1001592	3
1001594	7
1001597	16
1001599	1
10016	5
100160	10
1001602	2
1001607	5
1001609	5
1001611	9
1001613	2
1001614	1
1001624	3
1001629	2
1001630	2
1001631	1
1001632	3
1001633	1
1001641	14
1001646	1
1001648	1
1001649	4
100165	1
1001651	3
1001655	1
1001658	2
100166	1
1001660	2
1001661	1
1001664	8
1001667	13
1001669	5
100167	6
1001672	3
1001674	19
1001677	2
1001678	1
1001681	7
1001684	1
1001686	3
1001690	27
1001692	7
1001693	2
1001697	3
1001699	1
1001705	5
100171	3
1001711	2
1001715	4
1001723	9
1001724	5
1001726	10
1001728	1
1001730	16
1001731	6
1001737	1
1001738	10
1001739	11
1001747	1
1001749	1
1001752	2
1001754	3
1001756	19
1001758	2
1001760	5
1001762	2
1001765	13
1001768	3
1001770	6
1001771	5
1001776	2
1001777	1
1001778	1
100178	8
1001780	6
1001783	6
1001784	5
100179	13
1001792	2
1001796	3
1001797	1
1001798	3
1001804	9
1001806	11
1001807	5
1001809	3
100181	16
1001810	5
1001814	1
1001816	4
1001817	9
1001818	9
1001819	1
100182	3
1001821	5
1001823	9
1001827	2
1001830	4
1001834	2
1001835	1
1001837	5
1001838	4
1001839	1
1001850	5
1001852	2
1001854	8
1001855	1
1001857	1
1001858	2
1001861	19
1001862	12
1001863	3
1001865	2
1001872	9
1001874	6
1001876	6
1001880	4
1001881	2
1001883	3
1001884	4
1001896	1
1001900	1
1001901	6
1001908	1
1001909	2
100191	2
1001914	3
100192	1
1001921	6
1001922	3
1001925	1
1001929	11
1001932	1
1001933	5
1001936	7
1001937	2
1001939	2
1001946	5
1001950	1
1001952	7
1001953	8
1001954	1
1001962	11
1001964	2
1001967	1
100197	1
1001973	1
1001974	6
1001977	1
1001979	4
1001983	1
1001984	2
1001985	1
1001987	4
1001988	2
1001989	6
1001994	1
1001999	6
1002003	1
1002004	4
1002008	1
100201	7
1002011	2
1002014	7
1002021	5
1002022	1
100203	2
1002032	3
1002045	1
1002046	1
1002047	1
1002049	4
100205	1
1002050	2
1002051	10
1002054	8
1002058	3
1002062	2
1002065	1
1002067	4
1002070	3
1002071	1
1002082	1
1002085	1
1002088	14
100209	2
1002090	2
1002092	37
1002094	1
1002097	3
1002098	7
1002100	3
1002101	1
1002102	3
1002103	4
1002108	2
1002109	1
100211	1
1002111	28
1002112	3
1002124	3
1002125	2
1002127	4
1002131	3
1002132	5
1002134	2
1002135	5
1002139	12
1002144	1
1002145	4
1002147	1
1002150	1
1002152	7
1002153	1
1002159	3
1002160	1
1002161	2
1002162	2
1002168	9
1002169	3
1002172	3
1002175	8
100218	11
1002180	1
1002182	3
1002184	3
1002186	5
1002188	9
1002189	21
1002191	5
1002193	1
1002195	1
10022	3
1002200	2
1002205	1
1002206	12
1002207	3
1002210	12
1002211	2
1002212	1
1002221	3
1002228	8
100223	1
1002230	1
1002231	1
1002233	13
1002234	2
1002235	7
1002242	3
1002246	3
100225	12
1002251	1
1002252	3
1002257	3
1002263	1
1002267	2
1002268	4
1002269	2
1002270	1
1002272	1
1002278	4
1002282	28
1002283	3
1002286	2
1002288	1
1002291	1
1002292	1
1002293	2
1002294	9
1002297	1
1002300	48
1002307	1
100231	3
1002310	1
1002313	2
1002318	4
1002319	3
100232	2
1002324	5
1002325	5
1002326	4
1002332	2
1002334	6
1002336	7
1002339	2
1002340	4
1002344	2
1002346	4
1002347	4
1002355	4
1002356	2
1002358	7
100236	5
1002362	4
1002364	6
1002366	7
1002369	24
1002374	2
1002375	12
1002377	5
100238	1
1002380	1
1002381	7
1002388	5
1002389	1
1002392	5
1002393	3
1002394	1
1002399	3
1002400	2
1002403	6
1002408	2
1002409	5
100241	7
1002410	10
1002414	4
1002417	7
1002418	1
100242	5
1002428	1
1002430	15
1002431	1
1002439	4
1002442	1
1002444	1
1002445	14
100245	4
1002451	5
1002453	5
1002454	1
1002455	1
1002456	1
1002457	4
1002459	2
1002460	2
1002461	1
1002463	11
1002467	1
100247	3
1002478	1
1002487	2
1002489	2
100249	14
1002491	4
1002496	6
1002497	4
1002498	2
1002502	2
1002505	7
1002506	11
100251	8
1002515	4
1002516	8
1002520	18
1002521	6
1002524	7
1002535	2
1002540	2
1002549	10
100255	4
1002552	1
1002553	7
1002556	1
1002557	2
1002559	2
1002562	2
1002563	6
1002564	2
1002566	3
1002570	2
1002572	1
1002574	1
1002576	1
1002580	3
1002582	2
1002585	1
1002586	3
1002587	3
1002590	1
1002595	2
100260	5
1002602	2
1002603	6
1002605	3
1002608	1
1002609	7
1002610	1
1002611	2
1002615	1
1002620	2
1002622	1
1002623	1
1002624	13
1002627	1
1002628	2
1002632	7
1002633	1
1002634	7
1002637	12
1002638	1
1002640	6
1002642	4
1002644	1
1002646	10
1002647	5
1002652	1
1002653	10
1002655	3
1002660	8
1002661	1
1002662	1
1002663	1
1002664	2
1002665	4
1002675	4
1002678	10
1002679	3
1002680	1
1002683	1
1002686	10
1002689	12
1002692	3
1002695	6
1002696	2
1002697	3
1002699	2
100270	4
1002706	1
1002708	2
1002709	2
100271	4
1002713	4
1002720	3
1002722	3
1002724	2
1002725	1
1002731	1
1002734	3
1002735	3
1002737	10
1002738	7
1002740	2
1002741	1
1002744	5
1002748	1
1002750	5
1002753	4
1002758	1
1002760	5
1002761	5
1002763	2
1002765	2
1002770	5
1002774	2
1002776	3
1002779	1
100278	3
1002781	2
100279	3
1002793	7
1002795	3
1002796	1
1002797	2
1002799	6
10028	5
1002800	1
1002802	6
1002808	20
1002810	9
1002813	1
1002815	1
1002816	1
1002818	1
1002819	5
100282	4
1002822	5
1002824	3
100283	19
1002831	2
1002838	3
100284	7
1002840	2
1002843	13
1002844	1
1002846	7
1002847	5
1002854	1
1002855	2
1002857	11
100286	3
1002862	1
100287	4
1002870	5
1002872	4
1002874	1
1002875	2
1002876	14
1002883	3
1002885	1
1002894	8
1002896	2
1002897	7
1002899	6
1002900	17
1002904	2
1002905	3
1002907	3
1002910	5
1002912	3
1002913	2
1002914	3
1002917	2
1002922	1
1002926	10
100293	7
1002933	2
1002935	2
1002937	1
100294	3
1002943	2
1002944	1
1002945	6
1002948	3
100295	5
1002955	1
1002957	11
1002958	1
1002961	2
1002964	2
1002965	1
1002969	4
1002970	2
1002971	17
1002972	1
1002976	3
1002977	2
1002978	15
1002985	1
1002986	1
100299	5
1002990	1
1002999	4
100300	3
1003000	3
1003002	2
1003005	11
1003007	10
1003008	7
1003014	3
1003016	3
1003018	5
1003019	6
1003023	1
1003024	2
1003025	1
1003027	1
1003032	4
1003033	2
1003035	1
1003040	8
1003046	1
1003047	16
1003050	3
1003056	15
1003058	3
1003059	8
1003060	1
1003063	2
1003069	4
1003071	8
1003078	3
1003080	1
1003083	7
1003085	6
1003087	1
1003088	12
1003095	5
1003102	9
1003107	2
1003112	5
1003115	10
1003116	1
1003124	2
1003131	2
1003132	2
1003134	1
1003135	1
1003136	2
1003140	5
1003141	2
1003143	2
1003148	6
1003152	1
1003155	5
1003156	1
1003163	3
1003164	3
1003169	3
1003175	1
1003178	14
1003180	3
1003184	1
1003185	5
1003187	2
1003188	16
1003189	1
1003190	1
1003194	29
1003195	1
1003196	3
1003197	7
1003203	5
1003207	2
1003211	4
1003212	1
1003214	2
1003215	10
1003216	1
1003218	1
1003222	3
1003223	2
1003226	2
1003227	2
1003233	3
1003240	4
1003245	2
1003247	4
1003248	4
1003251	3
1003253	1
1003256	7
1003257	1
1003260	14
1003269	8
1003279	7
1003280	2
1003282	2
1003285	3
1003286	8
1003287	4
100329	6
1003292	7
1003294	7
1003297	3
1003299	3
1003307	10
1003308	2
1003311	15
1003314	1
1003317	14
1003320	1
1003322	1
1003324	8
1003325	2
1003326	3
1003329	9
1003330	1
1003331	3
1003335	4
1003336	14
1003337	4
1003339	2
100334	4
1003349	2
100335	1
1003350	6
1003359	15
1003365	10
1003368	4
1003373	2
1003376	4
1003379	5
1003382	1
1003386	3
100339	1
1003396	3
1003401	1
1003403	7
100341	5
1003414	2
1003418	6
100342	1
1003421	3
1003423	1
1003424	4
1003425	8
1003426	3
1003427	2
1003428	2
1003431	2
1003432	4
1003438	2
1003441	3
1003443	5
1003446	3
1003453	10
1003454	1
1003459	1
1003461	3
1003462	1
1003463	11
1003467	16
1003471	8
1003473	1
1003476	2
1003478	2
1003479	6
100348	3
1003481	2
1003485	5
1003486	1
1003490	2
1003491	3
1003492	5
1003493	7
1003494	3
1003495	1
1003496	12
1003499	4
1003500	2
1003502	8
1003503	3
1003504	3
1003505	6
1003507	1
1003508	4
1003515	5
1003518	2
100352	5
1003522	2
1003526	2
1003530	6
1003531	3
1003532	1
1003535	2
1003536	1
1003542	1
1003546	6
100355	2
1003553	1
1003555	6
1003556	5
1003561	5
1003565	1
1003566	14
1003577	14
1003578	8
1003580	6
1003581	1
1003586	1
1003591	1
1003593	2
10036	3
1003602	1
1003603	3
1003606	1
1003607	9
1003614	5
1003616	1
1003618	2
1003619	75
1003620	5
1003627	2
1003628	4
1003629	1
1003633	2
1003637	9
1003642	3
1003646	19
1003649	8
100365	3
1003659	3
100366	1
1003663	3
1003664	1
1003666	1
1003669	6
1003670	13
1003672	7
1003675	2
1003676	1
1003678	3
1003679	3
1003683	1
1003689	6
100369	17
1003690	4
1003691	5
1003693	5
1003698	1
10037	17
1003700	1
1003704	1
1003705	1
1003706	2
1003707	2
1003710	2
1003720	9
1003721	5
1003722	2
1003725	8
1003728	28
1003729	2
1003732	23
1003740	3
1003741	7
1003742	2
1003744	8
1003752	6
1003753	1
1003754	4
1003758	3
100376	3
1003765	2
1003769	2
1003775	2
1003784	3
1003786	2
1003787	3
1003788	4
1003791	8
1003792	2
1003794	7
1003796	13
10038	5
1003800	2
1003809	2
100381	1
1003814	5
1003815	3
1003817	5
1003818	2
1003819	1
100382	7
1003820	6
1003823	5
1003839	1
100384	4
1003840	4
1003841	3
1003842	3
1003848	12
100385	18
1003857	1
1003858	5
1003859	1
1003862	1
1003869	3
1003875	10
1003876	3
1003878	6
1003879	1
1003880	3
1003882	7
1003885	15
1003887	1
1003888	2
1003895	4
10039	1
1003902	2
1003903	7
1003906	5
1003914	2
1003923	7
1003926	1
1003930	3
1003932	4
1003935	1
1003938	1
1003942	13
1003943	1
1003948	1
1003949	2
100395	13
1003950	1
1003957	2
100396	2
1003961	2
1003962	4
1003963	5
1003964	25
1003965	4
1003970	3
1003977	1
1003979	4
1003982	1
1003983	1
1003986	2
1003988	1
1003989	5
1003996	3
1004	1
1004004	5
1004016	9
1004017	13
1004025	5
1004026	3
1004028	2
1004030	2
1004031	4
1004033	5
1004035	9
1004038	1
1004039	2
1004041	10
1004042	4
1004043	3
1004045	5
1004046	2
1004047	3
1004049	2
100405	3
1004050	2
1004052	7
1004057	1
1004064	1
1004070	3
1004072	3
1004073	9
1004074	6
1004078	4
100408	4
1004080	1
1004083	2
1004086	1
1004088	3
1004089	3
1004093	14
1004096	3
1004098	1
1004103	6
1004105	1
1004107	2
1004108	1
100411	5
1004110	4
1004113	2
100412	4
1004120	2
1004128	10
1004129	4
100413	5
1004135	5
1004137	12
100414	2
1004146	1
100415	10
1004150	1
1004154	5
1004156	6
1004160	2
1004161	1
1004162	25
1004163	9
1004164	2
1004170	2
1004172	9
1004174	20
1004175	1
1004180	6
1004184	1
1004186	3
1004188	2
1004189	1
1004192	1
1004193	4
1004194	2
1004197	4
100420	1
1004204	1
1004206	25
1004207	1
100421	6
1004211	4
1004214	9
1004216	1
1004218	4
1004221	1
1004224	1
1004227	3
1004229	10
1004231	3
1004235	3
1004236	25
1004241	1
1004243	9
1004244	11
1004245	13
1004246	6
1004248	1
1004253	2
1004254	9
1004261	27
1004263	1
1004267	2
1004270	1
1004274	2
1004277	4
1004278	10
100428	1
1004283	1
1004285	1
1004286	3
1004287	2
1004290	9
100430	3
1004301	3
1004302	4
1004303	2
1004311	1
1004312	3
1004316	3
1004318	9
1004319	2
1004326	9
1004328	1
1004332	5
1004333	1
1004334	1
1004335	3
1004337	4
1004338	4
100434	4
1004348	1
1004351	1
1004352	2
1004356	2
100436	1
1004363	6
1004366	4
1004369	3
1004374	4
1004378	5
1004383	4
1004386	2
100439	1
1004399	14
1004401	3
1004406	1
1004415	6
1004419	6
1004425	1
1004439	4
1004440	4
1004443	4
1004448	11
100445	2
1004454	1
1004456	38
1004462	3
1004469	11
1004471	1
1004472	3
1004474	1
1004476	16
1004477	1
1004481	2
1004483	13
1004486	8
1004489	1
1004499	3
10045	1
1004505	1
1004507	8
1004515	2
1004522	1
1004523	5
1004524	9
1004528	1
100453	5
1004530	4
1004531	11
1004532	2
1004538	2
1004549	5
1004552	13
1004556	4
1004557	1
1004563	1
1004564	1
1004566	4
1004570	1
1004578	3
1004580	2
1004581	7
1004588	4
1004589	1
100459	2
1004590	6
1004591	15
1004592	5
1004593	2
1004598	3
1004600	7
1004602	1
1004605	7
1004606	1
1004607	3
1004608	2
1004611	1
1004613	15
1004615	3
1004616	11
1004617	9
1004618	5
1004619	5
1004623	3
1004625	5
1004626	3
1004628	6
1004638	5
1004641	7
1004642	2
1004643	5
1004649	5
100465	1
1004651	19
1004652	4
100466	2
1004661	4
1004662	1
1004665	2
1004666	3
1004667	1
1004668	4
100467	1
1004674	11
1004679	1
1004682	1
1004684	1
1004688	10
1004692	1
1004694	6
1004698	2
1004703	2
100471	2
1004711	4
1004712	2
100472	5
1004726	5
1004729	5
1004733	2
1004734	2
1004737	9
1004739	11
1004742	5
1004748	2
1004750	3
1004752	1
1004754	2
1004758	2
1004759	2
100476	8
1004764	1
1004765	4
1004766	5
1004771	6
1004775	4
100478	1
1004780	1
1004782	8
1004784	1
1004785	4
1004788	1
100479	2
1004792	1
1004797	3
1004799	5
1004802	3
1004803	5
1004809	2
1004810	1
1004812	6
1004814	5
1004820	1
1004822	7
1004823	1
1004824	1
1004825	6
1004829	2
1004833	3
1004839	1
1004841	7
1004850	3
1004852	1
1004853	5
1004854	19
1004859	6
100486	3
1004863	1
1004864	4
1004866	2
1004869	16
1004870	2
1004873	1
1004876	3
1004878	1
100488	1
1004880	1
1004884	1
1004887	1
1004889	4
1004893	2
1004894	3
1004899	30
100490	4
1004902	1
1004903	15
1004907	1
1004908	2
1004910	1
1004914	3
1004916	3
1004921	1
1004926	1
1004928	2
1004929	10
1004930	16
1004931	13
1004932	6
1004933	9
1004936	2
1004941	3
1004945	2
1004946	6
1004950	1
1004952	3
1004955	2
1004960	4
1004966	3
1004968	1
1004973	8
1004977	2
100498	1
1004981	6
1004987	3
1004989	6
1004992	1
1004996	1
1005001	11
1005002	6
1005003	2
1005007	15
1005011	8
1005012	2
1005021	2
1005023	17
1005024	1
1005027	2
1005029	1
100503	5
1005030	5
1005031	4
1005033	3
100504	6
1005043	3
1005045	10
1005047	7
1005048	1
1005049	5
1005050	5
1005051	2
1005052	6
1005054	1
1005055	3
1005056	12
100506	14
1005063	17
1005067	2
1005069	3
1005071	2
1005073	5
1005075	1
100508	1
1005081	4
1005084	14
1005087	2
1005090	2
1005093	1
1005094	3
1005097	2
100510	1
1005100	9
1005102	5
1005104	11
1005109	16
100511	1
1005111	1
1005112	1
1005113	1
1005114	7
1005116	4
1005117	3
1005119	28
1005123	5
1005124	5
1005125	1
1005128	2
1005129	2
1005137	1
1005139	2
1005143	5
1005145	2
1005147	13
1005152	2
1005154	9
1005163	1
1005164	12
1005170	11
1005175	5
1005180	8
1005181	8
1005182	2
1005183	1
1005187	4
1005189	1
1005190	9
1005194	3
1005196	13
1005197	3
1005204	4
1005205	1
1005207	2
1005208	1
1005210	8
1005215	3
1005216	3
1005217	2
1005225	5
1005226	1
1005229	9
1005232	1
1005233	4
1005234	1
1005237	1
1005238	1
100524	3
1005242	23
1005247	4
100525	7
1005250	5
1005254	10
1005255	1
1005260	2
1005261	9
1005263	8
1005266	4
1005269	2
1005272	7
1005273	1
1005275	1
1005276	2
100528	1
1005280	1
1005284	2
1005287	8
1005292	2
10053	3
100530	1
1005300	2
1005308	1
1005309	3
1005310	6
1005316	8
1005321	1
1005324	5
1005326	14
100533	39
1005339	1
100534	2
1005341	1
1005345	5
1005346	8
100535	2
1005362	3
1005368	2
1005369	1
1005372	3
1005373	1
1005374	3
1005376	1
1005379	4
1005384	1
1005385	4
1005388	2
1005395	16
1005398	1
1005400	2
1005407	15
1005408	3
100541	2
1005414	9
1005418	5
1005421	12
1005422	2
1005423	1
1005424	8
1005429	2
1005431	4
1005434	4
1005438	4
1005440	1
1005441	2
1005447	1
1005450	2
1005452	1
1005453	2
1005458	2
1005459	3
1005467	10
1005470	4
1005477	18
1005478	15
1005481	1
1005484	3
1005488	5
1005489	8
100549	2
1005491	6
1005492	1
1005498	2
100550	1
1005506	6
1005507	6
1005509	3
1005515	11
1005517	7
100552	5
1005522	4
1005525	1
1005527	7
1005529	8
1005530	1
1005534	5
1005538	5
1005542	4
1005543	7
1005545	1
1005546	4
1005549	5
100555	5
1005550	2
1005551	1
1005552	1
1005557	2
1005559	9
1005562	5
1005563	23
1005564	2
1005565	4
1005566	1
1005569	3
100557	15
1005570	4
1005583	3
1005584	4
1005585	1
1005588	1
1005593	10
1005594	1
1005597	1
1005600	21
1005602	5
1005606	1
1005607	2
1005617	1
1005618	2
1005620	18
1005622	2
1005626	3
100563	2
1005631	1
1005637	27
1005641	7
1005645	11
1005647	6
100565	10
1005650	1
1005652	5
1005655	2
1005657	7
100566	1
1005660	4
1005663	4
100567	1
1005673	7
1005676	9
1005679	3
1005687	1
1005689	2
1005693	6
1005695	2
1005699	3
100570	2
1005703	1
1005704	9
1005706	6
1005707	2
1005708	4
1005711	2
1005713	4
1005714	4
1005718	1
1005719	2
1005720	3
1005722	11
1005724	1
1005729	6
1005730	7
1005734	1
1005735	3
1005737	4
1005738	5
1005741	17
1005742	3
1005744	3
1005747	4
1005748	3
100576	5
1005761	11
1005765	7
1005766	8
1005770	3
1005771	3
1005774	10
1005777	1
1005780	1
1005782	4
1005789	3
1005794	13
1005799	3
10058	13
100580	8
1005804	2
1005814	17
1005815	2
1005818	8
1005821	1
1005823	5
1005825	2
1005829	1
1005830	1
1005831	1
1005833	2
1005834	3
1005839	10
1005840	2
1005841	11
1005844	3
1005845	3
1005847	1
1005848	4
1005849	1
1005850	1
1005852	4
1005853	9
1005856	3
1005858	3
1005861	3
1005862	1
1005863	3
1005864	3
1005865	1
1005869	5
100587	4
1005872	1
1005873	1
1005874	1
1005877	6
100588	1
1005889	4
1005890	14
1005892	1
1005897	6
1005902	2
1005903	1
1005905	4
1005906	4
1005907	1
1005911	3
1005912	1
1005916	1
1005920	5
1005926	1
1005927	2
1005928	5
1005929	3
100593	7
1005930	2
1005932	4
1005933	8
1005940	4
1005943	6
1005945	13
1005948	1
1005949	3
1005952	5
1005962	20
1005963	10
1005964	1
1005969	3
1005974	6
1005975	3
1005976	1
1005977	20
100598	1
1005981	4
1005982	2
1005983	5
1005984	2
1005985	5
1005987	5
1005988	6
100599	2
1005994	2
1005997	1
1005999	3
1006	2
10060	3
1006003	1
1006006	4
1006007	4
100601	6
1006013	1
1006018	1
100602	2
1006021	2
1006024	5
1006025	5
1006028	6
100603	1
1006031	4
1006036	3
1006037	5
1006039	1
1006041	1
1006042	4
1006053	1
1006057	1
1006058	2
1006068	2
1006069	1
1006071	5
1006072	2
1006075	4
1006076	3
1006079	1
100608	1
1006081	2
1006083	6
1006084	4
1006085	2
1006087	2
1006091	3
1006092	2
1006094	3
1006096	12
10061	4
1006111	7
1006112	6
1006114	16
1006119	3
100612	1
1006122	3
1006125	3
1006126	1
1006129	17
100613	5
1006138	5
1006141	2
1006142	1
1006146	6
1006149	2
1006152	7
1006154	3
1006156	23
1006157	1
1006159	1
100616	2
1006168	5
1006170	1
1006174	3
1006178	7
100618	2
1006180	1
1006183	5
1006189	1
1006195	2
1006196	1
1006197	1
10062	1
1006200	2
1006205	1
1006206	17
100621	4
1006212	1
1006216	3
100622	2
1006220	2
100623	9
1006230	6
1006231	1
1006235	8
1006236	1
100624	2
1006241	3
1006242	5
1006245	3
100625	2
1006251	3
1006252	5
1006254	2
1006255	9
1006263	1
1006265	2
100627	2
1006270	6
1006273	7
1006274	6
1006275	1
1006276	4
1006277	2
1006278	3
1006279	3
100628	5
1006280	13
1006282	2
1006288	8
100629	8
1006291	2
1006292	1
1006296	2
1006297	1
1006298	2
1006299	1
1006300	1
1006308	9
1006311	1
1006314	16
1006318	3
1006319	2
1006325	7
1006328	6
100633	9
1006332	1
1006336	2
1006340	9
1006341	2
1006342	1
1006343	2
1006347	2
100635	3
1006350	1
1006356	4
1006358	1
1006359	1
1006360	1
1006361	1
1006366	11
1006373	1
1006374	4
1006378	1
1006379	9
100638	1
1006392	5
1006395	2
1006400	3
1006401	5
1006403	2
1006407	4
1006409	3
1006410	2
1006415	1
1006418	2
100642	16
1006421	5
1006423	1
1006424	2
1006428	1
1006429	1
100643	7
1006436	4
1006437	5
1006438	7
1006445	5
1006446	1
100645	6
1006451	2
1006452	2
1006453	1
1006455	1
1006456	5
1006457	7
1006459	4
100646	1
1006461	15
1006463	13
